Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E-02,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-05,
Horizontal Position,4.000E-06,
Horizontal Mode,Main,
Sampling Period,1.000E-07,
Firmware,V1.13,
Time, ,
Mode,Fast,
Waveform Data,
27,
27,
-1,
5,
12,
15,
26,
23,
27,
23,
22,
18,
16,
5,
8,
-2,
-2,
-4,
-5,
-4,
-4,
-6,
3,
0,
10,
13,
20,
24,
24,
21,
16,
9,
1,
-7,
-14,
-19,
-20,
-18,
-12,
-4,
5,
16,
27,
37,
44,
50,
54,
54,
53,
49,
44,
36,
28,
18,
8,
0,
-6,
-11,
-12,
-12,
-11,
-9,
-7,
-2,
1,
-2,
2,
2,
2,
1,
0,
0,
-3,
-5,
-6,
-4,
-3,
1,
2,
7,
10,
14,
16,
19,
22,
22,
24,
25,
26,
29,
28,
28,
28,
26,
24,
22,
18,
21,
8,
10,
2,
3,
-2,
0,
0,
1,
-2,
9,
2,
10,
8,
9,
5,
3,
-2,
-3,
-4,
-3,
-1,
4,
8,
13,
14,
12,
12,
17,
9,
13,
8,
11,
6,
6,
3,
2,
1,
1,
0,
2,
4,
8,
12,
16,
17,
20,
16,
12,
6,
0,
-4,
-8,
-10,
-8,
-5,
2,
8,
15,
21,
27,
30,
33,
36,
38,
37,
38,
38,
37,
34,
32,
26,
18,
12,
3,
-4,
-11,
-16,
-19,
-21,
-22,
-22,
-19,
-21,
-17,
-11,
-12,
-6,
-1,
4,
7,
10,
12,
12,
9,
16,
6,
10,
4,
5,
6,
10,
15,
20,
27,
33,
38,
41,
42,
42,
41,
36,
33,
30,
27,
22,
18,
14,
10,
5,
-1,
-9,
-16,
-23,
-28,
-30,
-29,
-25,
-17,
-8,
1,
9,
14,
17,
18,
20,
24,
24,
24,
29,
32,
30,
40,
37,
38,
34,
33,
26,
21,
17,
12,
8,
5,
2,
0,
-3,
-6,
-6,
-7,
-8,
-7,
-6,
-6,
-6,
-6,
-6,
-5,
-6,
-4,
-4,
0,
-1,
8,
9,
17,
20,
24,
26,
27,
23,
30,
21,
25,
20,
20,
17,
17,
16,
14,
11,
8,
5,
2,
0,
-2,
-4,
-4,
-4,
-2,
-5,
2,
0,
4,
3,
7,
7,
9,
10,
13,
17,
21,
29,
32,
36,
38,
40,
37,
34,
29,
21,
12,
3,
-4,
-12,
-18,
-22,
-23,
-22,
-20,
-16,
-14,
-9,
-5,
-2,
2,
6,
11,
14,
16,
17,
18,
20,
20,
21,
25,
28,
29,
36,
38,
40,
43,
44,
42,
40,
33,
25,
19,
8,
2,
-11,
-15,
-22,
-25,
-27,
-31,
-23,
-29,
-22,
-22,
-16,
-14,
-6,
-2,
5,
10,
16,
20,
24,
26,
28,
29,
32,
32,
35,
35,
36,
36,
33,
31,
26,
18,
10,
2,
-4,
-11,
-14,
-15,
-14,
-11,
-5,
0,
5,
9,
9,
8,
6,
1,
-2,
-4,
-5,
-4,
-1,
4,
10,
17,
27,
28,
28,
29,
31,
26,
26,
21,
20,
16,
14,
12,
9,
6,
-1,
-5,
-12,
-16,
-21,
-22,
-20,
-18,
-13,
-8,
0,
3,
13,
14,
19,
20,
22,
24,
28,
31,
37,
42,
47,
49,
50,
45,
44,
37,
31,
27,
21,
19,
18,
17,
18,
16,
13,
9,
2,
-6,
-14,
-22,
-27,
-32,
-31,
-36,
-30,
-26,
-19,
-14,
-6,
0,
8,
12,
17,
22,
26,
30,
31,
32,
32,
28,
27,
22,
20,
18,
16,
15,
13,
12,
10,
8,
5,
1,
-3,
-8,
-11,
-12,
-16,
-15,
-12,
-8,
-2,
4,
11,
17,
22,
26,
29,
30,
29,
30,
30,
31,
33,
42,
34,
38,
35,
33,
26,
18,
11,
-3,
-10,
-10,
-20,
-20,
-22,
-23,
-21,
-22,
-22,
-23,
-23,
-25,
-27,
-25,
-22,
-16,
-7,
2,
11,
21,
30,
40,
48,
53,
57,
57,
64,
54,
62,
53,
54,
47,
44,
40,
34,
28,
21,
14,
7,
-1,
-8,
-18,
-24,
-32,
-37,
-42,
-45,
-47,
-46,
-45,
-40,
-35,
-31,
-22,
-14,
-5,
5,
6,
24,
30,
42,
47,
54,
56,
60,
60,
61,
58,
53,
49,
41,
36,
28,
19,
9,
0,
-9,
-13,
-17,
-21,
-23,
-24,
-23,
-22,
