Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E-02,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-05,
Horizontal Position,4.000E-06,
Horizontal Mode,Main,
Sampling Period,1.000E-07,
Firmware,V1.13,
Time, ,
Mode,Fast,
Waveform Data,
18,
18,
10,
8,
10,
12,
19,
21,
27,
29,
33,
35,
36,
35,
33,
30,
24,
20,
14,
10,
4,
0,
-2,
-5,
-5,
-6,
-8,
-7,
-6,
-4,
-2,
1,
4,
6,
9,
11,
11,
13,
14,
16,
17,
18,
20,
20,
20,
20,
20,
20,
18,
18,
16,
12,
10,
8,
4,
2,
1,
0,
0,
0,
2,
0,
5,
4,
9,
9,
12,
12,
13,
14,
15,
16,
17,
18,
18,
18,
17,
16,
14,
11,
10,
5,
8,
3,
2,
8,
1,
5,
2,
3,
1,
0,
-1,
-2,
-1,
0,
2,
4,
10,
16,
23,
30,
35,
40,
40,
38,
35,
31,
25,
18,
12,
4,
-1,
-4,
-6,
-8,
-10,
-10,
-10,
-14,
-6,
-6,
-2,
-2,
0,
1,
3,
6,
9,
12,
17,
22,
26,
32,
32,
35,
34,
32,
30,
25,
18,
10,
5,
0,
-4,
-6,
-7,
-7,
-5,
-5,
-3,
0,
2,
6,
9,
12,
13,
14,
15,
16,
15,
17,
17,
18,
20,
22,
24,
25,
24,
24,
19,
16,
9,
1,
-5,
-15,
-11,
-23,
-12,
-14,
-6,
-2,
4,
10,
14,
18,
20,
23,
24,
24,
25,
26,
27,
27,
26,
26,
24,
20,
16,
12,
8,
2,
-3,
-6,
-7,
-7,
-6,
-2,
0,
2,
4,
3,
4,
4,
2,
2,
0,
0,
1,
2,
4,
8,
9,
13,
14,
19,
22,
27,
30,
32,
32,
32,
30,
26,
21,
16,
12,
2,
-1,
-5,
-10,
-8,
-11,
-8,
-6,
-2,
4,
10,
16,
18,
22,
24,
21,
20,
17,
14,
10,
6,
4,
4,
3,
4,
5,
8,
10,
12,
13,
12,
21,
14,
18,
15,
14,
9,
7,
2,
0,
0,
-3,
-3,
-2,
0,
1,
5,
8,
12,
14,
18,
21,
23,
24,
26,
28,
30,
26,
21,
18,
15,
10,
6,
1,
-3,
1,
-11,
-4,
-8,
-3,
-4,
-2,
2,
5,
8,
12,
16,
18,
20,
20,
19,
18,
17,
17,
17,
16,
16,
14,
12,
11,
9,
6,
6,
4,
5,
4,
3,
3,
5,
6,
10,
14,
16,
18,
17,
17,
14,
12,
10,
8,
6,
5,
5,
6,
8,
8,
11,
12,
13,
12,
14,
8,
14,
9,
10,
8,
6,
5,
2,
1,
1,
1,
1,
4,
6,
10,
14,
17,
21,
23,
25,
24,
22,
20,
15,
16,
10,
9,
8,
6,
4,
5,
4,
6,
7,
8,
6,
4,
1,
0,
-4,
-6,
-8,
-6,
-5,
0,
5,
12,
19,
24,
30,
34,
35,
28,
30,
19,
14,
12,
-1,
0,
-6,
-3,
-6,
-2,
0,
4,
6,
10,
13,
16,
18,
20,
21,
21,
21,
18,
17,
15,
12,
9,
4,
0,
-5,
-7,
-10,
-8,
-6,
0,
4,
11,
16,
24,
26,
27,
35,
28,
28,
21,
17,
11,
5,
1,
-2,
-3,
-5,
-4,
-2,
0,
1,
4,
5,
2,
11,
8,
14,
12,
16,
17,
17,
18,
17,
18,
17,
18,
18,
18,
18,
19,
17,
18,
16,
14,
11,
9,
6,
2,
1,
0,
-2,
-2,
-3,
-2,
-2,
-1,
0,
2,
4,
5,
6,
8,
8,
9,
8,
9,
10,
13,
14,
18,
21,
24,
26,
26,
27,
27,
25,
25,
22,
18,
21,
11,
15,
4,
4,
0,
-2,
-2,
-3,
-2,
-2,
0,
0,
2,
3,
4,
0,
3,
1,
2,
4,
5,
5,
5,
2,
2,
2,
4,
8,
14,
19,
25,
30,
37,
40,
43,
43,
41,
36,
31,
25,
19,
12,
8,
1,
-5,
-10,
-14,
-18,
-19,
-21,
-20,
-18,
-14,
-11,
-6,
-2,
3,
8,
16,
16,
18,
21,
24,
24,
28,
27,
28,
28,
26,
23,
21,
18,
17,
15,
13,
10,
9,
8,
7,
6,
5,
5,
4,
5,
4,
6,
10,
11,
13,
14,
16,
14,
12,
9,
5,
0,
-4,
-8,
-11,
-14,
-14,
-12,
-8,
-4,
2,
6,
12,
11,
23,
17,
24,
28,
21,
29,
26,
29,
