Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E-02,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-05,
Horizontal Position,4.000E-06,
Horizontal Mode,Main,
Sampling Period,1.000E-07,
Firmware,V1.13,
Time, ,
Mode,Fast,
Waveform Data,
25,
25,
6,
6,
8,
8,
10,
10,
12,
12,
12,
12,
12,
13,
11,
11,
10,
9,
8,
8,
6,
6,
6,
7,
8,
8,
10,
11,
12,
13,
14,
8,
15,
12,
14,
10,
11,
10,
10,
10,
10,
9,
10,
10,
11,
12,
12,
12,
11,
12,
11,
12,
10,
9,
7,
9,
5,
6,
5,
5,
4,
4,
3,
5,
2,
5,
5,
7,
8,
8,
10,
12,
12,
14,
13,
14,
14,
15,
15,
14,
13,
14,
10,
10,
9,
9,
8,
8,
8,
2,
9,
4,
6,
4,
5,
4,
5,
6,
8,
9,
9,
10,
12,
13,
12,
13,
12,
13,
12,
14,
12,
12,
10,
12,
10,
10,
11,
10,
10,
10,
10,
10,
10,
10,
10,
10,
10,
9,
9,
9,
10,
10,
11,
11,
11,
13,
12,
12,
10,
12,
11,
9,
8,
8,
8,
8,
6,
5,
9,
1,
6,
4,
7,
10,
9,
13,
13,
16,
17,
20,
21,
21,
21,
21,
19,
17,
16,
13,
11,
9,
8,
6,
4,
4,
3,
2,
2,
2,
2,
1,
1,
3,
4,
5,
6,
6,
8,
9,
9,
11,
11,
12,
13,
13,
14,
13,
14,
14,
14,
14,
12,
11,
12,
10,
10,
10,
8,
0,
0,
-1,
-2,
-3,
-3,
0,
0,
2,
5,
9,
13,
16,
18,
20,
20,
21,
21,
21,
20,
18,
17,
15,
13,
11,
9,
8,
5,
4,
4,
4,
4,
5,
6,
8,
8,
10,
10,
11,
11,
12,
12,
12,
10,
10,
9,
9,
8,
9,
9,
10,
10,
11,
10,
12,
10,
19,
10,
13,
10,
13,
13,
14,
13,
13,
14,
12,
12,
11,
13,
12,
11,
10,
9,
9,
8,
6,
4,
2,
5,
2,
4,
4,
5,
5,
6,
8,
8,
9,
9,
10,
10,
12,
13,
14,
14,
15,
15,
15,
15,
16,
14,
14,
13,
11,
10,
9,
7,
6,
6,
5,
5,
6,
6,
8,
2,
5,
5,
8,
5,
9,
8,
10,
10,
11,
12,
13,
15,
16,
18,
17,
17,
16,
16,
15,
14,
12,
12,
10,
8,
8,
8,
7,
5,
5,
5,
4,
4,
4,
4,
2,
4,
5,
6,
5,
9,
9,
8,
12,
12,
13,
14,
14,
16,
14,
16,
14,
16,
15,
16,
14,
13,
13,
5,
10,
5,
8,
3,
5,
4,
4,
3,
3,
4,
4,
6,
7,
9,
9,
10,
10,
11,
10,
12,
11,
11,
10,
11,
11,
12,
12,
13,
11,
12,
12,
12,
12,
14,
13,
13,
12,
12,
12,
10,
9,
8,
6,
6,
4,
4,
4,
4,
4,
4,
5,
8,
8,
10,
12,
13,
15,
10,
17,
12,
13,
12,
11,
12,
10,
10,
9,
9,
9,
10,
10,
12,
9,
10,
10,
9,
9,
9,
9,
8,
9,
8,
9,
8,
8,
7,
8,
8,
10,
10,
10,
11,
12,
12,
12,
12,
13,
14,
14,
14,
14,
13,
13,
12,
11,
10,
10,
8,
5,
6,
4,
4,
3,
2,
2,
4,
5,
0,
4,
3,
4,
6,
8,
10,
10,
13,
14,
15,
18,
18,
18,
16,
14,
13,
10,
11,
6,
8,
5,
2,
3,
2,
2,
2,
1,
2,
4,
5,
8,
8,
10,
12,
12,
14,
15,
16,
16,
17,
17,
18,
16,
17,
16,
15,
14,
13,
11,
10,
8,
8,
7,
6,
6,
9,
6,
1,
2,
2,
3,
5,
5,
8,
10,
12,
13,
16,
18,
20,
20,
20,
21,
19,
18,
16,
14,
12,
9,
6,
5,
4,
2,
3,
3,
4,
4,
5,
6,
8,
8,
9,
10,
12,
12,
12,
12,
12,
11,
10,
10,
9,
9,
8,
7,
6,
6,
6,
7,
6,
6,
6,
6,
12,
5,
6,
10,
10,
6,
10,
10,
10,
10,
13,
12,
13,
16,
14,
15,
14,
14,
13,
12,
10,
10,
9,
6,
6,
5,
5,
4,
4,
4,
2,
5,
5,
8,
8,
9,
11,
13,
13,
15,
15,
15,
15,
16,
15,
14,
14,
12,
10,
9,
5,
5,
2,
2,
1,
2,
2,
4,
5,
0,
8,
5,
10,
9,
12,
13,
13,
